"subj_code","trial_index","task","stimulus","rules_scen","rules_rule","rules_question","rules_textviolation","rules_purposeviolation","rules_violationtype","rules_yeskey","response_input","rules_response_verbal","rules_response_num","rt","stroopflanker_correct_resp","stroop_color","stroop_text","stroopflanker_correct","congruent","flanker_direction"
"1YT4qLD19kvV",218,"rules","To keep her house clean, Mary announced: ""No one may wear shoes in the house""<br><br><br><b>A guest walks in with muddy socks and dirties the carpet.</b><br>","shoe","To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".","A guest walks in with muddy socks and dirties the carpet.",0,1,"under","i","e","no",0,2624,"","","","","incongruent",""
"1YT4qLD19kvV",220,"rules","To keep her house clean, Mary announced: ""No one may wear shoes in the house""<br><br><br><b>A guest wears brand new shoes and keeps the floor clean.</b><br>","shoe","To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".","A guest wears brand new shoes and keeps the floor clean.",1,0,"over","i","i","yes",1,2341,"","","","","incongruent",""
"1YT4qLD19kvV",222,"rules","To keep her house clean, Mary announced: ""No one may wear shoes in the house""<br><br><br><b>A guest walks around barefoot and the floor stays clean.</b><br>","shoe","To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".","A guest walks around barefoot and the floor stays clean.",0,0,"off","i","e","no",0,1595,"","","","","congruent",""
"1YT4qLD19kvV",224,"rules","To keep her house clean, Mary announced: ""No one may wear shoes in the house""<br><br><br><b>A guest walks around barefoot and dirties the carpets.</b><br>","shoe","To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".","A guest walks around barefoot and dirties the carpet.",0,1,"under","i","e","no",0,2299,"","","","","incongruent",""
"1YT4qLD19kvV",226,"rules","To keep her house clean, Mary announced: ""No one may wear shoes in the house""<br><br><br><b>A guest walks around barefoot and keeps the carpet clean.</b><br>","shoe","To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".","A guest walks around barefoot and keeps the carpet clean.",0,0,"off","i","e","no",0,1829,"","","","","congruent",""
"1YT4qLD19kvV",228,"rules","To keep her house clean, Mary announced: ""No one may wear shoes in the house""<br><br><br><b>A guest wears his new sneakers and the floor stays clean.</b><br>","shoe","To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".","A guest wears his new sneakers and the floor stays clean.",1,0,"over","i","i","yes",1,1962,"","","","","incongruent",""
"1YT4qLD19kvV",230,"rules","To keep her house clean, Mary announced: ""No one may wear shoes in the house""<br><br><br><b>A guest walks around in socks and keeps the floor clean.</b><br>","shoe","To keep her house clean, Mary established the rule: ""No one may wear shoes in the house"".","A guest walks around in socks and keeps the floor clean.",0,0,"off","i","e","no",0,2707,"","","","","congruent",""
"1YT4qLD19kvV",233,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,983,"i","","","true","congruent","right"
"1YT4qLD19kvV",235,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,677,"e","","","true","incongruent","left"
"1YT4qLD19kvV",237,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,520,"e","","","true","congruent","left"
"1YT4qLD19kvV",239,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,639,"i","","","true","incongruent","right"
"1YT4qLD19kvV",241,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,543,"i","","","true","congruent","right"
"1YT4qLD19kvV",243,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,548,"e","","","true","incongruent","left"
"1YT4qLD19kvV",245,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,577,"e","","","true","congruent","left"
"1YT4qLD19kvV",247,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,562,"i","","","true","incongruent","right"
"1YT4qLD19kvV",249,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,621,"i","","","true","incongruent","right"
"1YT4qLD19kvV",251,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,944,"e","","","true","incongruent","left"
"1YT4qLD19kvV",253,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,518,"e","","","true","congruent","left"
"1YT4qLD19kvV",255,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,543,"i","","","true","congruent","right"
"1YT4qLD19kvV",257,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,538,"i","","","true","congruent","right"
"1YT4qLD19kvV",259,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,576,"i","","","true","incongruent","right"
"1YT4qLD19kvV",261,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,612,"e","","","true","incongruent","left"
"1YT4qLD19kvV",263,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,508,"e","","","true","congruent","left"
"1YT4qLD19kvV",265,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,484,"e","","","true","congruent","left"
"1YT4qLD19kvV",267,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,514,"e","","","true","incongruent","left"
"1YT4qLD19kvV",269,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,483,"i","","","true","congruent","right"
"1YT4qLD19kvV",271,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,644,"i","","","true","incongruent","right"
"1YT4qLD19kvV",273,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,493,"e","","","true","congruent","left"
"1YT4qLD19kvV",275,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,426,"i","","","true","congruent","right"
"1YT4qLD19kvV",277,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,538,"e","","","true","incongruent","left"
"1YT4qLD19kvV",279,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,571,"i","","","true","incongruent","right"
"1YT4qLD19kvV",282,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,725,"y","yellow","red","true","incongruent",""
"1YT4qLD19kvV",284,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,845,"g","green","red","true","incongruent",""
"1YT4qLD19kvV",286,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,618,"r","red","blue","true","incongruent",""
"1YT4qLD19kvV",288,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,389,"b","blue","blue","true","congruent",""
"1YT4qLD19kvV",290,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,645,"r","red","red","true","congruent",""
"1YT4qLD19kvV",292,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,985,"g","green","green","true","congruent",""
"1YT4qLD19kvV",294,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,664,"y","yellow","yellow","true","congruent",""
"1YT4qLD19kvV",296,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,820,"g","green","green","true","congruent",""
"1YT4qLD19kvV",298,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1036,"g","green","yellow","true","incongruent",""
"1YT4qLD19kvV",300,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,684,"r","red","green","true","incongruent",""
"1YT4qLD19kvV",302,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,748,"b","blue","red","true","incongruent",""
"1YT4qLD19kvV",304,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,1253,"b","blue","blue","true","congruent",""
"1YT4qLD19kvV",306,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,811,"b","blue","yellow","true","incongruent",""
"1YT4qLD19kvV",308,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,595,"y","yellow","yellow","true","congruent",""
"1YT4qLD19kvV",310,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,650,"b","blue","blue","true","congruent",""
"1YT4qLD19kvV",312,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,612,"b","blue","green","true","incongruent",""
"1YT4qLD19kvV",314,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,853,"g","green","blue","true","incongruent",""
"1YT4qLD19kvV",316,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,614,"r","red","red","true","congruent",""
"1YT4qLD19kvV",318,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,624,"r","red","red","true","congruent",""
"1YT4qLD19kvV",320,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,657,"r","red","yellow","true","incongruent",""
"1YT4qLD19kvV",322,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,755,"y","yellow","green","true","incongruent",""
"1YT4qLD19kvV",324,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,637,"y","yellow","blue","true","incongruent",""
"1YT4qLD19kvV",326,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,524,"y","yellow","yellow","true","congruent",""
"1YT4qLD19kvV",328,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,789,"g","green","green","true","congruent",""
"1YT4qLD19kvV",331,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,781,"e","","","true","incongruent","left"
"1YT4qLD19kvV",333,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,575,"e","","","true","congruent","left"
"1YT4qLD19kvV",335,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,489,"i","","","true","congruent","right"
"1YT4qLD19kvV",337,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,586,"i","","","true","incongruent","right"
"1YT4qLD19kvV",339,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,506,"i","","","true","congruent","right"
"1YT4qLD19kvV",341,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,408,"e","","","true","congruent","left"
"1YT4qLD19kvV",343,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,574,"i","","","true","incongruent","right"
"1YT4qLD19kvV",345,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,523,"e","","","true","incongruent","left"
"1YT4qLD19kvV",347,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,522,"e","","","true","incongruent","left"
"1YT4qLD19kvV",349,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,450,"e","","","true","congruent","left"
"1YT4qLD19kvV",351,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,494,"i","","","true","incongruent","right"
"1YT4qLD19kvV",353,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,563,"i","","","true","congruent","right"
"1YT4qLD19kvV",355,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,513,"e","","","true","incongruent","left"
"1YT4qLD19kvV",357,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,491,"e","","","true","congruent","left"
"1YT4qLD19kvV",359,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,549,"i","","","true","incongruent","right"
"1YT4qLD19kvV",361,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,456,"i","","","true","congruent","right"
"1YT4qLD19kvV",363,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,420,"i","","","true","congruent","right"
"1YT4qLD19kvV",365,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,579,"e","","","true","incongruent","left"
"1YT4qLD19kvV",367,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,593,"i","","","true","incongruent","right"
"1YT4qLD19kvV",369,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,382,"e","","","true","congruent","left"
"1YT4qLD19kvV",371,"flanker","img/inc1.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,551,"i","","","true","incongruent","right"
"1YT4qLD19kvV",373,"flanker","img/con1.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,451,"e","","","true","congruent","left"
"1YT4qLD19kvV",375,"flanker","img/con2.png",NA,NA,NA,NA,NA,NA,NA,"i",NA,NA,431,"i","","","true","congruent","right"
"1YT4qLD19kvV",377,"flanker","img/inc2.png",NA,NA,NA,NA,NA,NA,NA,"e",NA,NA,562,"e","","","true","incongruent","left"
"1YT4qLD19kvV",381,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student plays a game on his phone instead of paying attention.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student plays a game on his phone instead of paying attention.",1,1,"core","i","i","yes",1,2920,"","","","","congruent",""
"1YT4qLD19kvV",383,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student consults the textbook to answer a question in class.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student consults the textbook to answer a question in class.",0,0,"off","i","e","no",0,2313,"","","","","congruent",""
"1YT4qLD19kvV",385,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student arrives early to class and takes out her pencil case.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student arrives early to class and takes out her pencil case.",0,0,"off","i","e","no",0,1704,"","","","","congruent",""
"1YT4qLD19kvV",387,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student takes notes by hand to help her understand a lesson.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student takes notes by hand to help her understand a lesson.",0,0,"off","i","e","no",0,1624,"","","","","congruent",""
"1YT4qLD19kvV",389,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student uses her phone as a paperweight to keep papers together.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student uses her phone as a paperweight to keep papers together.",1,0,"over","i","e","no",0,2381,"","","","","incongruent",""
"1YT4qLD19kvV",391,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student browses her phone instead of following her lesson.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student browses her phone instead of following her lesson.",1,1,"core","i","i","yes",1,1612,"","","","","congruent",""
"1YT4qLD19kvV",393,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A diabetic student gets an alert on her phone to take her insulin.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A diabetic student gets an alert on her phone to take her insulin.",1,0,"over","i","e","no",0,2312,"","","","","incongruent",""
"1YT4qLD19kvV",395,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student texts friends on her phone and pays no attention.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student texts friends on her phone and pays no attention.",1,1,"core","i","i","yes",1,1533,"","","","","congruent",""
"1YT4qLD19kvV",397,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student uses his phone's calculator for the in-class assignment.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student uses his phone's calculator for the in-class assignment.",1,0,"over","i","e","no",0,3160,"","","","","incongruent",""
"1YT4qLD19kvV",399,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student plays on his tablet instead of paying attention in class.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student plays on his tablet instead of paying attention in class.",0,1,"under","i","i","yes",1,1097,"","","","","incongruent",""
"1YT4qLD19kvV",401,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student reads news on her tablet and doesn't follow the lesson.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student reads news on her tablet and doesn't follow the lesson.",0,1,"under","i","i","yes",1,1459,"","","","","incongruent",""
"1YT4qLD19kvV",403,"rules","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student messages friends on his laptop and pays no attention.</b><br>","phon","To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".","A student messages friends on his laptop and pays no attention.",0,1,"under","i","i","yes",1,1200,"","","","","incongruent",""
"1YT4qLD19kvV",407,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>One stormy night two sober motorbikers race each other on a dark backroad.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","One stormy night two sober motorbikers race each other on a dark backroad.",0,1,"under","i","e","no",0,3667,"","","","","incongruent",""
"1YT4qLD19kvV",409,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>One night two drunk motorbikers race each other on a dark backroad.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","One night two drunk motorbikers race each other on a dark backroad.",1,1,"core","i","i","yes",1,1721,"","","","","congruent",""
"1YT4qLD19kvV",411,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A woman drives home after drinking whiskey at the movie theater.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A woman drives home after drinking whiskey at the movie theater.",1,1,"core","i","i","yes",1,1945,"","","","","congruent",""
"1YT4qLD19kvV",413,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A neighbor sips on wine and re-parks his car in the cul-de-sac.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A neighbor sips on wine and re-parks his car in the cul-de-sac.",1,0,"over","i","i","yes",1,2928,"","","","","incongruent",""
"1YT4qLD19kvV",415,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A sober man re-parks his car in the cul-de-sac to let a guest out.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A sober man re-parks his car in the cul-de-sac to let a guest out.",0,0,"off","i","e","no",0,2874,"","","","","congruent",""
"1YT4qLD19kvV",417,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A woman drives home after drinking soda at the movie theater.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A woman drives home after drinking soda at the movie theater.",0,0,"off","i","e","no",0,1758,"","","","","congruent",""
"1YT4qLD19kvV",419,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A young man drives home after drinking heavily at a music festival.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A young man drives home after drinking heavily at a music festival.",1,1,"core","i","i","yes",1,1584,"","","","","congruent",""
"1YT4qLD19kvV",421,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A person drives to work after using alcohol-based mouthwash.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A person drives to work after using alcohol-based mouthwash.",1,0,"over","i","i","yes",1,2627,"","","","","incongruent",""
"1YT4qLD19kvV",423,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A sober man rides his motorcycle home after playing board games.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A sober man rides his motorcycle home after playing board games.",0,0,"off","i","e","no",0,1848,"","","","","congruent",""
"1YT4qLD19kvV",425,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A woman drives home after taking ecstasy at a music festival.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A woman drives home after taking ecstasy at a music festival.",0,1,"under","i","e","no",0,4361,"","","","","incongruent",""
"1YT4qLD19kvV",427,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A drunk man drives his wife to the hospital as she goes into labor.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A drunk man drives his wife to the hospital as she goes into labor.",1,0,"over","i","i","yes",1,2975,"","","","","incongruent",""
"1YT4qLD19kvV",429,"rules","To reduce traffic accidents, a zero tolerance law is passed:<br> ""Driving with any trace of alcohol is strictly forbidden""<br><br><br><b>A young man rides his motorcycle home after smoking marihuana.</b><br>","drin","To reduce traffic accidents, a zero tolerance law is passed: ""Driving with any trace of alcohol is strictly forbidden"".","A young man rides his motorcycle home after smoking marihuana.",0,1,"under","i","e","no",0,2367,"","","","","incongruent",""
"1YT4qLD19kvV",433,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A lab member spends the night sleeping on fragile lab equipment.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A lab member spends the night sleeping on fragile lab equipment.",0,1,"under","i","e","no",0,3503,"","","","","incongruent",""
"1YT4qLD19kvV",435,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>An amateur scientist enters the laboratory to take photographs.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","An amateur scientist enters the laboratory to take photographs.",1,1,"core","i","i","yes",1,3631,"","","","","congruent",""
"1YT4qLD19kvV",437,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A tourist walks past the laboratory on his way to the wax museum.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A tourist walks past the laboratory on his way to the wax museum.",0,0,"off","i","e","no",0,1864,"","","","","congruent",""
"1YT4qLD19kvV",439,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A member of the public walks past the laboratory while going home.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A member of the public walks past the laboratory while going home.",0,0,"off","i","e","no",0,2417,"","","","","congruent",""
"1YT4qLD19kvV",441,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A recently retired scientist returns to collect his briefcase.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A recently retired scientist returns to collect his briefcase.",1,0,"over","i","i","yes",1,4320,"","","","","incongruent",""
"1YT4qLD19kvV",443,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A scientist working at the laboratory starts a new experiment.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A scientist working at the laboratory starts a new experiment.",0,0,"off","i","e","no",0,2163,"","","","","congruent",""
"1YT4qLD19kvV",445,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A skilled technician enters the lab to discuss a job opening.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A skilled technician enters the lab to discuss a job opening.",1,0,"over","i","i","yes",1,3648,"","","","","incongruent",""
"1YT4qLD19kvV",447,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A thief enters the laboratory overnight to find and steal equipment.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A thief enters the laboratory overnight to find and steal equipment.",1,1,"core","i","i","yes",1,1675,"","","","","congruent",""
"1YT4qLD19kvV",449,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A retired scientist visits the lab to offer advice to new hirees.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A retired scientist visits the lab to offer advice to new hirees.",1,0,"over","i","e","no",0,5106,"","","","","incongruent",""
"1YT4qLD19kvV",451,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A lab member stays after work and gets drunk in the laboratory.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A lab member stays after work and gets drunk in the laboratory.",0,1,"under","i","e","no",0,4071,"","","","","incongruent",""
